Employee_Number,Age,CF_age_band,Department,Education,Education_Field,Employee_Count,Gender,Job_Role,Marital_Status,Attrition,CF_attrition_label,Monthly_Income,Performance_Rating,Years_Since_Last_Promotion,Years_With_Curr_Manager,Environment_Satisfaction,Job_Involvement,Job_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Monthly_Rate,Total_Working_Years,Years_At_Company,Years_In_Current_Role
1553,45,45 - 54,R&D,Master's Degree,Technical Degree,1,Male,Healthcare Representative,Divorced,0,Current Employees,7441,3,7,7,1,3,2,1,3,20933,10,10,8
1554,35,35 - 44,Sales,Master's Degree,Life Sciences,1,Female,Sales Representative,Married,0,Current Employees,2430,4,4,2,2,2,3,1,3,26204,6,5,3
1555,32,25 - 34,R&D,Associates Degree,Life Sciences,1,Female,Research Scientist,Married,0,Current Employees,5878,3,2,5,4,2,2,1,3,15624,12,7,1
1556,36,35 - 44,Sales,Master's Degree,Life Sciences,1,Male,Sales Representative,Single,0,Current Employees,2644,4,1,2,3,3,4,4,2,17001,7,3,2
1557,48,45 - 54,Sales,Master's Degree,Life Sciences,1,Female,Sales Executive,Divorced,0,Current Employees,6439,3,7,7,3,3,3,3,3,13693,18,8,7
1558,29,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Male,Research Scientist,Married,0,Current Employees,2451,3,0,0,3,4,3,1,2,22376,5,1,0
1560,33,25 - 34,Sales,Master's Degree,Life Sciences,1,Male,Sales Executive,Married,0,Current Employees,6392,3,2,2,1,3,1,4,1,10589,8,2,2
1562,30,25 - 34,Sales,Bachelor's Degree,Life Sciences,1,Male,Sales Executive,Married,1,Ex-Employees,9714,3,6,7,2,2,1,4,3,5323,10,10,8
1563,38,35 - 44,HR,Master's Degree,Human Resources,1,Male,Human Resources,Married,0,Current Employees,6077,3,1,2,3,3,3,3,3,14814,10,6,3
1564,35,35 - 44,R&D,Bachelor's Degree,Medical,1,Male,Laboratory Technician,Single,0,Current Employees,2450,3,1,2,4,2,1,2,3,21731,3,3,0
1568,30,25 - 34,Sales,Master's Degree,Technical Degree,1,Male,Sales Executive,Married,0,Current Employees,9250,3,1,3,3,3,2,2,3,17799,9,4,2
1569,35,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Female,Laboratory Technician,Divorced,1,Ex-Employees,2074,3,0,0,1,3,1,4,3,26619,1,1,0
1572,53,45 - 54,R&D,Doctoral Degree,Technical Degree,1,Female,Manufacturing Director,Married,1,Ex-Employees,10169,3,1,9,3,2,4,2,3,14618,34,33,7
1573,38,35 - 44,R&D,Bachelor's Degree,Medical,1,Male,Manufacturing Director,Married,1,Ex-Employees,4855,3,1,4,3,3,2,1,3,7653,7,5,2
1574,32,25 - 34,R&D,Master's Degree,Technical Degree,1,Male,Research Scientist,Married,0,Current Employees,4087,3,1,2,4,3,1,2,2,25174,9,6,5
1576,48,45 - 54,R&D,Master's Degree,Other,1,Female,Research Scientist,Married,0,Current Employees,2367,3,7,6,3,3,1,4,2,16530,10,8,2
1577,34,25 - 34,R&D,Master's Degree,Medical,1,Male,Research Scientist,Single,0,Current Employees,2972,3,0,0,1,3,4,3,1,22061,1,1,0
1578,55,Over 55,Sales,Doctoral Degree,Marketing,1,Male,Manager,Married,0,Current Employees,19586,4,2,13,3,2,4,3,3,23037,36,36,6
1580,34,25 - 34,R&D,Master's Degree,Life Sciences,1,Male,Research Scientist,Married,0,Current Employees,5484,3,2,1,2,3,4,2,2,13008,9,2,2
1581,26,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Female,Research Scientist,Married,0,Current Employees,2061,4,0,0,1,3,4,1,3,11133,1,1,0
1582,38,35 - 44,Sales,Bachelor's Degree,Life Sciences,1,Male,Sales Executive,Married,0,Current Employees,9924,3,7,7,3,3,2,4,3,12355,10,9,8
1583,38,35 - 44,Sales,Bachelor's Degree,Life Sciences,1,Female,Sales Executive,Single,0,Current Employees,4198,3,1,2,2,3,2,2,4,16379,8,3,2
1585,36,35 - 44,Sales,Master's Degree,Life Sciences,1,Female,Sales Executive,Single,0,Current Employees,6815,3,0,0,2,3,3,1,3,21447,15,1,0
1586,29,25 - 34,R&D,High School,Medical,1,Male,Laboratory Technician,Single,0,Current Employees,4723,3,1,5,2,3,1,4,3,16213,10,10,9
1587,35,35 - 44,R&D,Master's Degree,Medical,1,Female,Healthcare Representative,Single,0,Current Employees,6142,3,0,4,1,3,3,3,3,4223,10,5,2
1588,39,35 - 44,Sales,Bachelor's Degree,Medical,1,Male,Sales Executive,Married,0,Current Employees,8237,3,7,6,4,4,3,1,3,4658,11,7,6
1590,29,25 - 34,R&D,High School,Life Sciences,1,Male,Healthcare Representative,Divorced,0,Current Employees,8853,3,1,3,1,3,4,4,4,24483,6,6,4
1591,50,45 - 54,Sales,Bachelor's Degree,Marketing,1,Male,Manager,Married,0,Current Employees,19331,3,0,0,3,3,3,3,3,19519,27,1,0
1592,23,Under 25,R&D,Bachelor's Degree,Technical Degree,1,Male,Research Scientist,Married,0,Current Employees,2073,3,2,2,4,4,3,4,3,12826,4,2,2
1594,36,35 - 44,R&D,Master's Degree,Life Sciences,1,Male,Laboratory Technician,Married,0,Current Employees,5562,3,0,2,1,4,1,4,3,19711,9,3,2
1595,42,35 - 44,R&D,Associates Degree,Other,1,Male,Manager,Single,0,Current Employees,19613,4,0,1,4,2,4,4,3,26362,24,1,0
1596,35,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Married,0,Current Employees,3407,3,6,8,2,4,3,4,2,25348,10,10,9
1597,34,25 - 34,R&D,Master's Degree,Technical Degree,1,Male,Healthcare Representative,Married,0,Current Employees,5063,3,7,7,4,2,3,2,2,15332,8,8,2
1598,40,35 - 44,Sales,Associates Degree,Life Sciences,1,Female,Sales Executive,Married,0,Current Employees,4639,3,1,2,4,3,1,3,3,11262,5,5,4
1599,43,35 - 44,R&D,Bachelor's Degree,Technical Degree,1,Male,Laboratory Technician,Divorced,0,Current Employees,4876,3,0,2,4,4,2,3,3,5855,8,6,4
1601,35,35 - 44,R&D,Associates Degree,Life Sciences,1,Male,Laboratory Technician,Married,0,Current Employees,2690,3,0,1,3,2,4,4,2,7713,1,1,0
1602,46,45 - 54,Sales,Master's Degree,Life Sciences,1,Male,Manager,Single,0,Current Employees,17567,3,0,12,4,4,1,2,1,3156,27,26,0
1604,28,25 - 34,R&D,Bachelor's Degree,Medical,1,Male,Laboratory Technician,Married,1,Ex-Employees,2408,3,0,0,3,3,2,3,3,7324,1,1,1
1605,22,Under 25,R&D,Associates Degree,Other,1,Female,Research Scientist,Married,0,Current Employees,2814,3,1,3,2,2,3,2,2,10293,4,4,2
1606,50,45 - 54,R&D,Doctoral Degree,Medical,1,Male,Healthcare Representative,Married,0,Current Employees,11245,3,12,13,2,3,3,3,3,20689,32,30,8
1607,32,25 - 34,R&D,Master's Degree,Other,1,Female,Research Scientist,Married,0,Current Employees,3312,3,0,2,2,4,4,4,3,18783,6,3,2
1608,44,35 - 44,R&D,Bachelor's Degree,Medical,1,Female,Research Director,Divorced,0,Current Employees,19049,3,1,10,2,3,4,4,2,3549,23,22,7
1609,30,25 - 34,R&D,Bachelor's Degree,Medical,1,Male,Research Scientist,Married,0,Current Employees,2141,3,1,1,2,2,2,2,2,5348,6,6,4
1611,45,45 - 54,R&D,Doctoral Degree,Medical,1,Female,Laboratory Technician,Single,0,Current Employees,5769,3,1,4,3,1,1,1,3,23447,10,10,7
1612,45,45 - 54,Sales,Bachelor's Degree,Marketing,1,Male,Sales Executive,Married,0,Current Employees,4385,3,4,5,1,2,1,1,3,24162,10,10,7
1613,31,25 - 34,Sales,Master's Degree,Other,1,Male,Sales Executive,Single,0,Current Employees,5332,3,0,3,4,3,1,4,3,21602,10,5,2
1614,36,35 - 44,R&D,Master's Degree,Life Sciences,1,Female,Manufacturing Director,Married,0,Current Employees,4663,3,1,1,3,3,3,2,3,12421,7,3,2
1615,34,25 - 34,R&D,Master's Degree,Life Sciences,1,Male,Manufacturing Director,Divorced,0,Current Employees,4724,3,7,2,3,4,4,1,3,17000,9,9,7
1617,49,45 - 54,R&D,Master's Degree,Life Sciences,1,Female,Laboratory Technician,Married,0,Current Employees,3211,3,1,4,3,3,1,4,2,22102,10,9,6
1618,39,35 - 44,R&D,Doctoral Degree,Medical,1,Male,Manufacturing Director,Married,0,Current Employees,5377,3,7,7,2,3,1,4,3,3835,10,7,7
1619,27,25 - 34,R&D,Bachelor's Degree,Other,1,Male,Laboratory Technician,Divorced,0,Current Employees,4066,3,0,7,4,2,1,1,3,16290,7,7,7
1621,35,35 - 44,R&D,Doctoral Degree,Life Sciences,1,Male,Research Scientist,Married,0,Current Employees,5208,3,1,10,2,4,1,4,3,26312,16,16,15
1622,28,25 - 34,R&D,Bachelor's Degree,Medical,1,Female,Manufacturing Director,Divorced,0,Current Employees,4877,4,0,0,2,1,1,2,2,20460,6,5,3
1623,21,Under 25,R&D,High School,Medical,1,Male,Research Scientist,Single,0,Current Employees,3117,3,2,2,3,3,4,3,3,26009,3,2,2
1624,18,Under 25,Sales,Associates Degree,Medical,1,Female,Sales Representative,Single,1,Ex-Employees,1569,3,0,0,2,3,4,3,4,18420,0,0,0
1625,47,45 - 54,HR,Master's Degree,Life Sciences,1,Female,Manager,Married,0,Current Employees,19658,3,1,0,4,3,3,3,3,5220,27,5,2
1627,39,35 - 44,R&D,Associates Degree,Medical,1,Male,Laboratory Technician,Divorced,0,Current Employees,3069,3,0,7,3,2,3,4,3,10302,11,10,8
1628,40,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Female,Manufacturing Director,Married,0,Current Employees,10435,3,14,12,1,2,3,4,3,25800,18,18,15
1630,35,35 - 44,R&D,Master's Degree,Life Sciences,1,Female,Healthcare Representative,Married,0,Current Employees,4148,3,2,9,3,3,3,4,3,12250,15,14,11
1631,37,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Manufacturing Director,Married,0,Current Employees,5768,3,0,2,3,3,3,1,2,26493,9,4,3
1633,39,35 - 44,R&D,Bachelor's Degree,Medical,1,Female,Manufacturing Director,Single,0,Current Employees,5042,3,3,8,1,3,3,4,1,3140,10,9,2
1635,45,45 - 54,R&D,Associates Degree,Other,1,Female,Manufacturing Director,Divorced,0,Current Employees,5770,3,3,9,4,2,4,1,3,5388,10,10,7
1638,38,35 - 44,R&D,Associates Degree,Medical,1,Female,Manufacturing Director,Married,0,Current Employees,7756,3,0,2,4,2,3,4,4,14199,10,5,4
1639,35,35 - 44,Sales,Bachelor's Degree,Medical,1,Male,Sales Executive,Married,1,Ex-Employees,10306,3,6,0,4,2,1,3,3,21530,15,13,12
1640,37,35 - 44,R&D,Bachelor's Degree,Medical,1,Female,Research Scientist,Married,0,Current Employees,3936,3,7,7,2,3,2,1,1,9953,8,8,4
1641,40,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Female,Manufacturing Director,Single,0,Current Employees,7945,3,3,3,3,3,4,4,2,19948,18,4,2
1642,44,35 - 44,HR,Doctoral Degree,Human Resources,1,Male,Human Resources,Married,0,Current Employees,5743,3,0,2,1,3,4,3,3,10503,14,10,7
1644,48,45 - 54,R&D,Doctoral Degree,Medical,1,Male,Manager,Married,0,Current Employees,15202,4,2,2,3,2,4,2,3,5602,23,2,2
1645,35,35 - 44,Sales,Associates Degree,Medical,1,Male,Sales Executive,Divorced,1,Ex-Employees,5440,3,2,2,1,1,4,4,2,22098,7,2,2
1646,24,Under 25,R&D,High School,Technical Degree,1,Female,Research Scientist,Single,0,Current Employees,3760,3,1,3,1,3,4,3,3,17218,6,6,3
1647,27,25 - 34,R&D,Bachelor's Degree,Medical,1,Female,Research Scientist,Married,0,Current Employees,3517,3,0,2,2,4,3,1,3,22490,5,3,2
1648,27,25 - 34,R&D,Bachelor's Degree,Medical,1,Male,Research Scientist,Single,0,Current Employees,2580,3,1,2,4,3,4,3,2,6297,6,4,2
1649,40,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Single,1,Ex-Employees,2166,3,0,3,1,3,1,2,1,3339,10,4,2
1650,29,25 - 34,Sales,Bachelor's Degree,Medical,1,Male,Sales Executive,Single,0,Current Employees,5869,3,1,4,3,2,3,3,3,23413,8,5,2
1651,36,35 - 44,R&D,Master's Degree,Life Sciences,1,Female,Healthcare Representative,Married,0,Current Employees,8008,3,0,2,2,3,1,3,3,22792,9,3,2
1653,25,25 - 34,R&D,High School,Life Sciences,1,Male,Manufacturing Director,Divorced,0,Current Employees,5206,3,0,7,4,4,3,3,3,4973,7,7,7
1654,39,35 - 44,R&D,Bachelor's Degree,Medical,1,Male,Manufacturing Director,Married,0,Current Employees,5295,4,1,0,4,3,2,3,3,7693,7,5,4
1655,49,45 - 54,R&D,Master's Degree,Other,1,Female,Research Director,Married,0,Current Employees,16413,3,1,2,1,3,2,2,3,3498,27,4,2
1656,50,45 - 54,R&D,Doctoral Degree,Life Sciences,1,Female,Research Director,Divorced,0,Current Employees,13269,3,1,11,4,2,1,3,3,21981,19,14,11
1657,20,Under 25,Sales,Bachelor's Degree,Medical,1,Female,Sales Representative,Single,0,Current Employees,2783,3,2,2,3,3,3,1,3,13251,2,2,2
1658,34,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Female,Research Scientist,Divorced,0,Current Employees,5433,3,7,9,4,3,2,3,3,19332,11,11,8
1659,36,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Single,0,Current Employees,2013,3,1,3,1,3,2,3,3,10950,15,4,3
1661,49,45 - 54,R&D,High School,Life Sciences,1,Female,Healthcare Representative,Married,0,Current Employees,13966,3,2,12,3,2,3,2,3,11652,30,15,11
1662,36,35 - 44,R&D,Master's Degree,Medical,1,Female,Manufacturing Director,Married,0,Current Employees,4374,3,1,2,4,2,3,3,3,15411,4,3,2
1664,36,35 - 44,R&D,Associates Degree,Life Sciences,1,Male,Healthcare Representative,Divorced,0,Current Employees,6842,4,0,4,4,4,1,1,3,26308,13,5,4
1665,54,45 - 54,R&D,Doctoral Degree,Medical,1,Female,Manager,Married,0,Current Employees,17426,4,4,7,2,3,3,3,3,18685,36,10,8
1666,43,35 - 44,R&D,Associates Degree,Life Sciences,1,Male,Research Director,Married,0,Current Employees,17603,4,6,11,3,2,3,1,3,3525,14,14,10
1667,35,35 - 44,Sales,Master's Degree,Other,1,Male,Sales Executive,Single,1,Ex-Employees,4581,4,6,7,4,3,4,1,4,10414,13,11,9
1668,38,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Research Scientist,Married,0,Current Employees,4735,3,2,9,4,3,4,4,4,9867,19,13,11
1669,29,25 - 34,Sales,Bachelor's Degree,Medical,1,Male,Sales Executive,Divorced,0,Current Employees,4187,3,0,9,1,2,2,2,2,3356,10,10,0
1670,33,25 - 34,Sales,Master's Degree,Medical,1,Male,Sales Executive,Divorced,0,Current Employees,5505,3,0,4,4,3,4,3,3,3921,6,6,2
1671,32,25 - 34,R&D,Bachelor's Degree,Medical,1,Male,Research Scientist,Divorced,0,Current Employees,5470,3,1,6,4,3,2,3,2,25518,10,9,5
1673,31,25 - 34,Sales,Master's Degree,Life Sciences,1,Female,Sales Executive,Married,0,Current Employees,5476,3,0,2,1,3,4,1,3,22589,10,10,0
1674,49,45 - 54,R&D,Bachelor's Degree,Medical,1,Female,Laboratory Technician,Divorced,0,Current Employees,2587,3,2,2,4,3,1,2,2,24941,17,2,2
1675,38,35 - 44,R&D,Bachelor's Degree,Medical,1,Female,Laboratory Technician,Single,0,Current Employees,2440,4,3,3,4,2,2,2,3,23826,4,4,3
1676,47,45 - 54,Sales,Master's Degree,Life Sciences,1,Female,Manager,Divorced,0,Current Employees,15972,3,1,2,2,4,2,3,3,21086,29,3,2
1677,49,45 - 54,R&D,Bachelor's Degree,Life Sciences,1,Male,Manager,Single,0,Current Employees,15379,3,0,0,3,3,3,1,3,22384,23,8,7
1678,41,35 - 44,Sales,Associates Degree,Life Sciences,1,Male,Sales Executive,Single,0,Current Employees,7082,3,0,2,4,3,3,4,3,11591,21,2,0
1680,20,Under 25,Sales,High School,Life Sciences,1,Male,Sales Representative,Single,0,Current Employees,2728,3,0,2,4,3,1,1,3,21082,2,2,2
1681,33,25 - 34,Sales,Bachelor's Degree,Life Sciences,1,Female,Sales Executive,Divorced,0,Current Employees,5368,4,1,2,3,3,4,3,3,16130,7,6,5
1682,36,35 - 44,R&D,Master's Degree,Life Sciences,1,Male,Healthcare Representative,Married,0,Current Employees,5347,3,0,2,1,3,3,2,2,7419,10,3,2
1683,44,35 - 44,HR,Bachelor's Degree,Life Sciences,1,Female,Human Resources,Divorced,0,Current Employees,3195,3,2,2,3,3,4,1,3,4167,8,2,2
1684,23,Under 25,R&D,High School,Medical,1,Male,Laboratory Technician,Single,1,Ex-Employees,3989,3,1,2,4,2,3,1,3,20586,5,5,4
1687,38,35 - 44,R&D,Associates Degree,Medical,1,Female,Laboratory Technician,Married,0,Current Employees,3306,3,0,0,4,3,3,4,2,26176,7,0,0
1689,53,45 - 54,R&D,Master's Degree,Medical,1,Male,Healthcare Representative,Married,0,Current Employees,7005,3,1,2,2,4,4,3,3,3458,11,4,3
1691,48,45 - 54,Sales,Associates Degree,Medical,1,Female,Sales Representative,Married,1,Ex-Employees,2655,3,7,7,4,3,3,3,3,11740,19,9,7
1692,32,25 - 34,R&D,Master's Degree,Life Sciences,1,Male,Laboratory Technician,Single,1,Ex-Employees,1393,3,0,0,4,3,2,1,3,24852,1,1,0
1693,26,25 - 34,R&D,Bachelor's Degree,Medical,1,Male,Laboratory Technician,Single,0,Current Employees,2570,4,5,7,4,3,4,3,3,11925,7,7,7
1694,55,Over 55,R&D,Bachelor's Degree,Technical Degree,1,Male,Research Scientist,Divorced,0,Current Employees,3537,3,1,2,1,2,2,4,3,23737,8,4,2
1696,34,25 - 34,R&D,Associates Degree,Medical,1,Male,Laboratory Technician,Married,0,Current Employees,3986,3,4,13,2,2,4,3,4,11912,15,15,10
1697,60,Over 55,R&D,Master's Degree,Medical,1,Male,Healthcare Representative,Divorced,0,Current Employees,10883,4,0,0,3,1,4,3,4,20467,19,1,0
1698,33,25 - 34,R&D,Bachelor's Degree,Medical,1,Male,Laboratory Technician,Married,0,Current Employees,2028,3,2,13,2,4,2,4,3,13637,14,14,11
1700,37,35 - 44,Sales,Master's Degree,Medical,1,Male,Sales Executive,Divorced,0,Current Employees,9525,3,1,3,3,1,4,3,2,7677,6,6,3
1701,34,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Female,Research Scientist,Married,0,Current Employees,2929,3,8,7,2,2,4,2,3,20338,10,10,9
1702,23,Under 25,Sales,Bachelor's Degree,Life Sciences,1,Male,Sales Representative,Divorced,1,Ex-Employees,2275,4,0,2,3,3,4,2,3,25103,3,3,2
1703,44,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Female,Healthcare Representative,Married,0,Current Employees,7879,3,6,7,3,4,4,2,3,14810,9,8,7
1704,35,35 - 44,R&D,Master's Degree,Medical,1,Male,Research Scientist,Single,0,Current Employees,4930,3,1,4,1,2,4,3,4,13970,6,5,4
1706,43,35 - 44,Sales,Bachelor's Degree,Medical,1,Male,Sales Executive,Married,0,Current Employees,7847,3,8,8,4,3,4,1,3,6069,10,10,9
1707,24,Under 25,R&D,Bachelor's Degree,Medical,1,Male,Research Scientist,Married,0,Current Employees,4401,3,0,4,3,4,3,4,3,17616,5,5,3
1708,41,35 - 44,Sales,Bachelor's Degree,Marketing,1,Male,Sales Executive,Single,0,Current Employees,9241,3,8,7,4,3,3,2,3,15869,10,10,8
1709,29,25 - 34,R&D,Master's Degree,Medical,1,Female,Laboratory Technician,Married,0,Current Employees,2974,3,1,2,4,3,3,3,3,25412,9,5,3
1710,36,35 - 44,Sales,Master's Degree,Life Sciences,1,Female,Sales Representative,Single,0,Current Employees,4502,3,6,7,3,3,4,3,2,7439,17,13,7
1712,45,45 - 54,R&D,High School,Life Sciences,1,Male,Healthcare Representative,Married,0,Current Employees,10748,4,14,4,3,2,3,4,2,3395,25,23,15
1714,24,Under 25,HR,High School,Human Resources,1,Male,Human Resources,Married,1,Ex-Employees,1555,3,0,0,4,1,3,3,3,11585,1,1,0
1716,47,45 - 54,Sales,Bachelor's Degree,Life Sciences,1,Male,Sales Executive,Married,1,Ex-Employees,12936,3,14,10,3,1,3,3,1,24164,25,23,5
1718,26,25 - 34,R&D,Master's Degree,Medical,1,Male,Laboratory Technician,Married,0,Current Employees,2305,3,0,2,4,1,3,3,4,6217,3,3,2
1719,45,45 - 54,R&D,Associates Degree,Technical Degree,1,Female,Research Director,Single,0,Current Employees,16704,3,8,6,4,2,2,3,3,17119,21,21,6
1720,32,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Male,Research Scientist,Married,0,Current Employees,3433,3,1,3,1,3,3,1,2,17360,10,5,2
1721,31,25 - 34,R&D,Master's Degree,Life Sciences,1,Male,Laboratory Technician,Married,0,Current Employees,3477,3,0,3,2,3,3,4,4,18103,6,5,2
1722,41,35 - 44,HR,Bachelor's Degree,Human Resources,1,Male,Human Resources,Married,0,Current Employees,6430,3,1,2,3,1,2,2,3,20794,10,3,2
1724,40,35 - 44,R&D,Associates Degree,Life Sciences,1,Female,Manufacturing Director,Married,0,Current Employees,6516,3,0,0,2,3,1,2,3,5041,18,1,0
1725,24,Under 25,R&D,High School,Medical,1,Male,Laboratory Technician,Divorced,0,Current Employees,3907,3,1,2,2,3,1,2,4,3622,6,6,2
1727,46,45 - 54,R&D,Master's Degree,Life Sciences,1,Male,Healthcare Representative,Single,0,Current Employees,5562,3,0,9,3,3,2,4,3,9697,19,10,7
1728,35,35 - 44,R&D,Master's Degree,Life Sciences,1,Male,Manufacturing Director,Married,0,Current Employees,6883,3,0,7,4,3,3,2,3,5151,17,7,7
1729,30,25 - 34,R&D,High School,Life Sciences,1,Male,Research Scientist,Married,0,Current Employees,2862,3,0,8,2,3,4,2,2,3811,10,10,0
1731,47,45 - 54,Sales,Master's Degree,Marketing,1,Male,Sales Executive,Married,0,Current Employees,4978,3,0,0,3,3,2,4,1,3536,4,1,0
1732,46,45 - 54,Sales,Bachelor's Degree,Life Sciences,1,Male,Sales Executive,Divorced,0,Current Employees,10368,3,0,3,3,3,4,2,2,5596,13,10,6
1733,36,35 - 44,Sales,Doctoral Degree,Marketing,1,Male,Sales Executive,Divorced,1,Ex-Employees,6134,3,2,2,2,2,1,2,3,8658,16,2,2
1734,32,25 - 34,Sales,Associates Degree,Life Sciences,1,Male,Sales Executive,Single,1,Ex-Employees,6735,3,0,0,1,1,2,2,3,12147,10,0,0
1735,23,Under 25,R&D,High School,Medical,1,Female,Laboratory Technician,Single,0,Current Employees,3295,3,1,2,3,3,2,3,1,12862,3,3,2
1736,31,25 - 34,R&D,High School,Technical Degree,1,Female,Manufacturing Director,Single,0,Current Employees,5238,4,1,4,4,3,4,4,2,6670,9,5,4
1737,39,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Married,0,Current Employees,6472,3,5,8,4,3,4,4,3,8989,9,9,8
1739,32,25 - 34,Sales,Bachelor's Degree,Life Sciences,1,Male,Sales Executive,Married,0,Current Employees,9610,3,0,2,4,1,3,3,1,3840,10,4,3
1740,40,35 - 44,Sales,Master's Degree,Medical,1,Male,Manager,Single,0,Current Employees,19833,3,12,8,2,3,2,2,2,4349,21,21,8
1744,45,45 - 54,HR,Bachelor's Degree,Life Sciences,1,Female,Human Resources,Married,0,Current Employees,9756,4,0,3,3,1,3,3,4,6595,9,5,0
1745,30,25 - 34,R&D,Master's Degree,Technical Degree,1,Female,Research Scientist,Single,0,Current Employees,4968,3,0,7,4,2,1,4,3,26427,10,9,7
1746,24,Under 25,HR,Bachelor's Degree,Medical,1,Male,Human Resources,Married,0,Current Employees,2145,3,2,1,1,3,4,4,3,2097,3,2,2
1747,30,25 - 34,HR,Bachelor's Degree,Human Resources,1,Female,Human Resources,Divorced,1,Ex-Employees,2180,3,1,2,3,2,4,3,2,9732,6,4,2
1749,31,25 - 34,Sales,Bachelor's Degree,Technical Degree,1,Male,Sales Executive,Married,0,Current Employees,8346,3,0,2,1,3,3,3,3,20943,6,5,2
1751,27,25 - 34,R&D,Bachelor's Degree,Medical,1,Female,Research Scientist,Single,0,Current Employees,3445,3,1,4,3,3,4,3,2,6152,6,6,2
1752,29,25 - 34,Sales,Bachelor's Degree,Marketing,1,Female,Sales Representative,Single,1,Ex-Employees,2760,3,2,2,2,1,2,3,3,14630,2,2,2
1753,29,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Male,Healthcare Representative,Single,0,Current Employees,6294,3,0,2,4,4,3,4,4,23060,10,3,2
1754,30,25 - 34,Sales,Associates Degree,Marketing,1,Male,Sales Executive,Divorced,0,Current Employees,7140,3,1,7,3,2,1,1,3,3088,12,7,7
1755,34,25 - 34,R&D,Master's Degree,Medical,1,Male,Research Scientist,Married,0,Current Employees,2932,3,1,2,4,4,4,1,3,5586,6,5,0
1756,33,25 - 34,Sales,Bachelor's Degree,Marketing,1,Female,Sales Executive,Single,0,Current Employees,5147,3,1,7,4,3,2,4,2,10697,13,11,7
1757,49,45 - 54,Sales,Master's Degree,Marketing,1,Female,Sales Executive,Single,0,Current Employees,4507,3,0,4,4,3,4,3,4,8191,8,5,1
1758,33,25 - 34,Sales,Bachelor's Degree,Life Sciences,1,Female,Sales Executive,Single,1,Ex-Employees,8564,4,0,0,1,3,1,3,2,10092,11,0,0
1760,38,35 - 44,R&D,Associates Degree,Medical,1,Female,Laboratory Technician,Married,0,Current Employees,2468,3,0,5,3,2,2,2,2,15963,9,6,1
1761,31,25 - 34,Sales,Master's Degree,Marketing,1,Male,Sales Executive,Married,1,Ex-Employees,8161,3,0,0,1,3,3,1,3,19002,10,1,0
1762,29,25 - 34,R&D,Bachelor's Degree,Technical Degree,1,Female,Research Scientist,Divorced,0,Current Employees,2109,3,0,0,4,2,1,3,3,10007,1,1,0
1763,30,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Male,Healthcare Representative,Married,0,Current Employees,5294,3,1,7,3,4,3,3,3,9128,10,7,0
1764,32,25 - 34,R&D,Master's Degree,Technical Degree,1,Male,Research Scientist,Single,0,Current Employees,2718,3,0,7,2,3,2,2,3,17674,12,7,7
1766,38,35 - 44,R&D,Bachelor's Degree,Medical,1,Male,Healthcare Representative,Married,0,Current Employees,5811,3,1,0,2,1,4,3,3,24539,15,1,0
1767,43,35 - 44,R&D,Bachelor's Degree,Technical Degree,1,Male,Research Scientist,Married,1,Ex-Employees,2437,3,0,0,3,2,3,4,3,15587,6,1,0
1768,42,35 - 44,R&D,Bachelor's Degree,Medical,1,Male,Laboratory Technician,Divorced,0,Current Employees,2766,4,0,4,2,3,2,2,2,8952,7,5,3
1770,55,Over 55,R&D,Bachelor's Degree,Medical,1,Male,Research Director,Married,0,Current Employees,19038,3,0,0,3,2,1,2,3,19805,34,1,0
1771,33,25 - 34,R&D,Bachelor's Degree,Technical Degree,1,Male,Research Scientist,Divorced,0,Current Employees,3055,3,1,7,4,3,2,4,2,6194,11,9,8
1772,41,35 - 44,R&D,Master's Degree,Life Sciences,1,Male,Laboratory Technician,Divorced,0,Current Employees,2289,4,0,4,3,3,1,2,3,20520,5,5,3
1774,34,25 - 34,Sales,Bachelor's Degree,Life Sciences,1,Male,Sales Executive,Divorced,0,Current Employees,4001,3,0,7,4,3,3,3,3,12313,15,15,14
1775,53,45 - 54,R&D,Master's Degree,Medical,1,Female,Manufacturing Director,Married,0,Current Employees,12965,4,0,2,1,2,3,4,2,22308,27,3,2
